Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
707,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,2,202420 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
-,ROVER,200,1998,Coupe,No,Petrol,1.4,0 km,4.0,Manual,Front,2-3,Left wheel,Silver,3,Low
1482,MERCEDES-BENZ,GL 450,2011,Jeep,Yes,Petrol,4.5 Turbo,160000 km,8.0,Tiptronic,4x4,4-5,Left wheel,Beige,12,Very High
779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
1203,DODGE,Durango,2011,Jeep,Yes,Petrol,3.6,344814 km,6.0,Automatic,4x4,4-5,Left wheel,Green,12,Low
1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,244731 km,6.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
1111,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,146000 km,4.0,Automatic,Front,4-5,Right-hand drive,White,2,Medium
919,BMW,X6,2012,Jeep,Yes,Petrol,3,161421 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,HYUNDAI,Veloster,2013,Hatchback,No,Petrol,1.6,80000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,4,High
1327,MAZDA,Mazda 6,2018,Sedan,Yes,Petrol,2.5,53277 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Very High
-,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3,0 km,6.0,Manual,4x4,4-5,Left wheel,Blue,2,Medium
707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,129129 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Diesel,3.2 Turbo,195330 km,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,6,Medium
-,OPEL,Astra,1998,Hatchback,No,Petrol,1.6,211000 km,4.0,Manual,Front,4-5,Left wheel,Blue,2,Medium
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,665558 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,39814 km,6.0,Automatic,Rear,4-5,Left wheel,Black,0,Low
-,BMW,530 I,2006,Sedan,Yes,Petrol,3,280000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,Medium
585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,96584 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,High
586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,182000 km,4.0,Variator,Front,4-5,Left wheel,White,12,High
777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,198916 km,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,Very High
915,BMW,X5,2014,Jeep,Yes,Diesel,3,0 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Medium
919,BMW,730,2012,Sedan,Yes,Petrol,3,140096 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,Very High
-,BMW,320,2000,Coupe,No,Diesel,1.9,197000 km,4.0,Manual,Front,2-3,Left wheel,Green,4,Medium
447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,120417 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Low
1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,61057 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,AUDI,A4,2007,Sedan,Yes,Petrol,2.4,150000 km,6.0,Manual,4x4,4-5,Left wheel,Grey,4,Medium
502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,High
431,FORD,Fusion,2016,Sedan,Yes,Hybrid,2,194974 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Medium
-,BMW,318,1999,Hatchback,No,Petrol,1.8,300000 km,4.0,Manual,Rear,2-3,Left wheel,Beige,6,Medium
-,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.4,14000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,12,Very High
-,MITSUBISHI,L 200,2008,Pickup,No,Diesel,2.5,175977 km,1.0,Manual,4x4,4-5,Left wheel,Silver,0,Very High
584,MERCEDES-BENZ,C 250,2014,Coupe,Yes,Petrol,1.8,121699 km,4.0,Automatic,Rear,2-3,Left wheel,Black,12,Low
-,HYUNDAI,Veloster,2011,Hatchback,No,Petrol,1.6,73600 km,4.0,Manual,Front,2-3,Left wheel,Carnelian red,6,High
1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,14590 km,4.0,Automatic,Front,4-5,Right-hand drive,Grey,0,Medium
-,HYUNDAI,kona,2018,Jeep,No,Petrol,2,1300 km,4.0,Tiptronic,Front,4-5,Left wheel,White,8,Very High
-,MERCEDES-BENZ,A 160,2000,Hatchback,No,Petrol,1.6,1000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,4,Low
1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,229904 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
308,TOYOTA,Prius,2014,Hatchback,No,Plug-in Hybrid,1.8,112000 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Very High
645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,32974 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
1185,SUBARU,Forester,2009,Jeep,No,Petrol,2.5,133000 km,4.0,Automatic,4x4,4-5,Left wheel,Silver,8,Medium
781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,106000 km,5.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
-,DODGE,Dart,2013,Sedan,No,Petrol,2,152000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,Medium
1111,TOYOTA,Vitz,2012,Hatchback,No,Petrol,1.3,92000 km,4.0,Variator,4x4,4-5,Right-hand drive,White,2,Medium
1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,145631 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,574647 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
1399,TOYOTA,RAV 4,2010,Jeep,No,Petrol,3.5,160000 km,6.0,Automatic,Front,4-5,Left wheel,Silver,8,Very High
-,VOLKSWAGEN,Golf,1997,Hatchback,No,Petrol,1.8,0 km,4.0,Automatic,Front,4-5,Left wheel,Blue,0,Low
-,TOYOTA,Prius,2008,Sedan,Yes,Petrol,1.5,150000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,8,Medium
650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,52000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,High
730,CHEVROLET,Aveo,2016,Sedan,Yes,Petrol,1.6,9607 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.8,185600 km,4.0,Variator,Front,4-5,Left wheel,Golden,4,High
1024,TOYOTA,Camry,2010,Sedan,Yes,Petrol,2.5,236571 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
833,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,71309 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,170000 km,4.0,Variator,Front,4-5,Left wheel,Black,8,Medium
1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4.0,Automatic,Rear,4-5,Left wheel,Black,12,Low
707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,121581 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,BMW,X5,2004,Jeep,Yes,CNG,3,250000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Black,6,Medium
1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,363059 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,30312 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,High
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,90000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,High
-,MERCEDES-BENZ,A 170,2000,Sedan,Yes,Diesel,1.7 Turbo,187000 km,4.0,Manual,Front,4-5,Left wheel,Black,4,Medium
1820,HONDA,Odyssey,2019,Sedan,Yes,Petrol,3.5,13994 km,6.0,Automatic,Front,4-5,Left wheel,Black,12,High
1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,120000 km,4.0,Variator,Front,4-5,Right-hand drive,Silver,2,Medium
707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,73326 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4 Turbo,70400 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Very High
1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
1537,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,123850 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Medium
586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,192357 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,MERCEDES-BENZ,Sprinter,1998,Microbus,No,Diesel,2.9 Turbo,270000 km,5.0,Manual,Rear,4-5,Right-hand drive,White,1,Medium
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,112000 km,4.0,Automatic,Front,4-5,Left wheel,Red,4,High
1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,Very High
-,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5 Turbo,160000 km,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,Low
1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
-,TOYOTA,Prius 9,2007,Hatchback,Yes,Petrol,1.5,269638 km,4.0,Automatic,Front,4-5,Left wheel,Brown,4,Medium
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,363661 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,296391 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,201578 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,37898 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,JEEP,Grand Cherokee,2005,Jeep,Yes,Petrol,3.7,185000 km,6.0,Tiptronic,4x4,>5,Left wheel,Silver,6,Medium
751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6,Medium
1018,BMW,X5,2011,Jeep,Yes,Diesel,3,332243 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Medium
-,TOYOTA,Wish,2005,Minivan,Yes,CNG,1.8,27000 km,4.0,Automatic,4x4,4-5,Right-hand drive,Blue,10,Medium
-,VOLKSWAGEN,Golf,1997,Hatchback,No,CNG,1.6,9300 km,4.0,Manual,Front,4-5,Left wheel,White,2,Low
1325,NISSAN,Altima,2019,Sedan,Yes,Petrol,2.5,30296 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Very High
1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,35874 km,4.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,OPEL,Astra,1998,Goods wagon,No,Diesel,1.7,55000 km,4.0,Manual,Front,4-5,Left wheel,Green,2,Low
753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259934 km,4.0,Automatic,Front,4-5,Left wheel,Red,0,Low
640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,36458 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
900,HYUNDAI,Santa FE,2015,Jeep,Yes,Petrol,2.4,107106 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
-,FIAT,500 Abarth,2013,Hatchback,Yes,Petrol,1.4 Turbo,108000 km,4.0,Manual,Front,2-3,Left wheel,White,4,Medium
-,CHEVROLET,Camaro,2013,Coupe,No,Petrol,3.6,131000 km,6.0,Tiptronic,Rear,2-3,Left wheel,Red,6,Very High
1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,Low
-,MERCEDES-BENZ,E 270,2002,Sedan,No,Diesel,2.7 Turbo,300000 km,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,4,Medium
1685,BMW,320,1998,Universal,Yes,LPG,2,0 km,6.0,Automatic,Rear,4-5,Left wheel,Silver,4,Medium
781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,12300 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,Very High
-,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,192000 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,High
645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,224267 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Low
629,CHEVROLET,Aveo,2015,Sedan,Yes,Petrol,1.6,48700 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,High
-,MERCEDES-BENZ,208,1995,Microbus,No,Diesel,2.9,2000 km,5.0,Manual,Rear,2-3,Left wheel,White,1,Medium
1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,162300 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,OPEL,Astra A.H,2005,Goods wagon,No,Diesel,1.7 Turbo,290000 km,4.0,Manual,Front,4-5,Left wheel,Grey,6,Medium
-,MERCEDES-BENZ,CLS 500,2006,Sedan,Yes,Petrol,5,2000 km,8.0,Automatic,Rear,4-5,Left wheel,Grey,12,Very High
1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Medium
-,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,170000 km,4.0,Manual,Front,4-5,Left wheel,White,10,High
1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949 km,6.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
765,CHEVROLET,Orlando,2015,Jeep,Yes,LPG,2,31880 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,High
-,MERCEDES-BENZ,Vito,2009,Minivan,Yes,Diesel,2.2 Turbo,315000 km,6.0,Manual,Rear,4-5,Left wheel,Black,2,Very High
640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,48595 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
746,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,142426 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
893,HYUNDAI,Elantra,2008,Sedan,Yes,Diesel,1.6,209973 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1211,BMW,328 i,2010,Sedan,Yes,Petrol,3.0 Turbo,94000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Sky blue,0,Very High
503,TOYOTA,Prius C 1.5I,2012,Sedan,No,Hybrid,1.5,127200 km,4.0,Automatic,Front,4-5,Left wheel,Brown,10,Medium
-,OPEL,Vectra 1.6,1998,Goods wagon,No,Petrol,1.6,247000 km,4.0,Manual,Front,4-5,Left wheel,Green,4,Medium
-,TOYOTA,Aqua,2012,Hatchback,No,Petrol,1.5,140000 km,4.0,Automatic,Front,4-5,Right-hand drive,Sky blue,4,Medium
-,INFINITI,FX35,2002,Jeep,Yes,Petrol,3.5,190000 km,4.0,Automatic,4x4,4-5,Left wheel,Black,6,Medium
836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,731513 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,47778 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,MERCEDES-BENZ,CLK 320,1998,Coupe,Yes,Petrol,3.2,180264 km,6.0,Automatic,Rear,2-3,Left wheel,Red,2,Medium
-,VAZ,2121 (Niva),1984,Jeep,No,Petrol,1.6,200000 km,4.0,Manual,4x4,4-5,Left wheel,White,10,Low
585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,105600 km,4.0,Automatic,Front,4-5,Left wheel,Black,10,Very High
1018,BMW,X5,2011,Jeep,Yes,Diesel,3,332243 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Medium
-,FORD,Focus,2013,Sedan,Yes,Petrol,2,76800 km,4.0,Automatic,Front,4-5,Left wheel,Black,6,Medium
900,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,44729 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2,111111 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,4,Medium
919,MERCEDES-BENZ,GL 350 დიზელი,2012,Jeep,Yes,Diesel,3.0 Turbo,140200 km,6.0,Automatic,4x4,4-5,Left wheel,Grey,10,Very High
1273,MERCEDES-BENZ,ML 350,2015,Jeep,Yes,Petrol,3.5,82819 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
-,VOLKSWAGEN,NEW Beetle,2013,Coupe,Yes,Petrol,2.5,78000 km,5.0,Tiptronic,Front,2-3,Left wheel,Black,8,High
-,BMW,X5,2002,Jeep,Yes,Petrol,4.4,180000 km,8.0,Tiptronic,4x4,4-5,Left wheel,Black,0,Medium
1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,4-5,Left wheel,Black,12,Low
-,MERCEDES-BENZ,S 500,2001,Sedan,Yes,Petrol,5,160000 km,8.0,Tiptronic,Rear,4-5,Left wheel,Black,0,Medium
-,FORD,Taurus,1998,Sedan,No,CNG,3,160000 km,6.0,Automatic,Front,4-5,Left wheel,Golden,4,Low
247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,114950 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Medium
1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,129931 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
961,CHEVROLET,Captiva,2009,Jeep,Yes,Diesel,2,74594 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
-,BMW,320,2003,Sedan,No,Petrol,2.2,190000 km,6.0,Tiptronic,Rear,4-5,Left wheel,White,5,Medium
382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,247835 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,96117 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
-,MERCEDES-BENZ,SLK 32 AMG,2008,Sedan,Yes,Diesel,1.5,1000 km,8.0,Tiptronic,Front,2-3,Left wheel,Grey,5,Low
-,VOLKSWAGEN,GTI,2010,Hatchback,No,Petrol,2.0 Turbo,10000 km,4.0,Manual,Front,4-5,Left wheel,Sky blue,12,High
-,MERCEDES-BENZ,E 320,2000,Sedan,Yes,CNG,3.2,0 km,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,6,Medium
1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,587027 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,110531 km,4.0,Automatic,4x4,4-5,Left wheel,Red,0,Medium
891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,108025 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,57000 km,8.0,Automatic,4x4,4-5,Left wheel,White,12,Very High
640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,37106 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Low
-,VOLKSWAGEN,CC,2008,Sedan,Yes,Petrol,2.0 Turbo,13522 km,4.0,Manual,Front,4-5,Left wheel,Silver,10,High
-,OPEL,Zafira,2002,Minivan,No,CNG,1.6,3000 km,4.0,Manual,Front,4-5,Left wheel,Silver,10,Medium
765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,0 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
1018,MITSUBISHI,Outlander,2011,Jeep,Yes,Petrol,3,123000 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,8,Very High
1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,OPEL,Astra,1999,Sedan,Yes,Petrol,1.6,122231 km,4.0,Manual,Front,4-5,Left wheel,Silver,4,Low
1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,60762 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,110297 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1051,KIA,Optima,2016,Sedan,No,Petrol,2.4,36500 km,4.0,Automatic,Front,4-5,Left wheel,White,6,Very High
1481,BMW,428,2017,Coupe,Yes,Petrol,3,71894 km,6.0,Automatic,Rear,2-3,Left wheel,Blue,12,Very High
-,HONDA,Insight,2013,Hatchback,No,Hybrid,1.3,138000 km,4.0,Variator,Front,4-5,Right-hand drive,Silver,6,Medium
738,CHEVROLET,Cruze,2017,Hatchback,No,Petrol,1.4 Turbo,66000 km,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,Very High
639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,120272 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
917,BMW,X5,2013,Jeep,Yes,Diesel,3,137802 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Very High
-,MERCEDES-BENZ,B 170,2007,Hatchback,Yes,Petrol,1.7,160000 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Medium
1017,HONDA,Civic,2017,Sedan,Yes,Petrol,2,48291 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,135810 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
862,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2.5,143603 km,5.0,Automatic,Front,4-5,Left wheel,Black,12,Low
1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,High
1205,HYUNDAI,Santa FE,2015,Jeep,Yes,Petrol,3.3,97304 km,6.0,Automatic,Front,4-5,Left wheel,White,12,Medium
639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,131084 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
900,KIA,Optima,2015,Sedan,Yes,Petrol,2.4,170040 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,30504 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Very High
-,SUBARU,Impreza,2003,Hatchback,No,Petrol,1.5,160000 km,4.0,Automatic,Front,4-5,Right-hand drive,Red,2,Medium
761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,73402 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,101387 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,FORD,Fusion,2014,Sedan,No,Petrol,2.5,189000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,Very High
730,FORD,Escape,2016,Jeep,Yes,Petrol,1.6,94400 km,4.0,Automatic,4x4,4-5,Left wheel,White,0,Very High
-,MAZDA,MPV,2004,Minivan,No,LPG,2.3,150783 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,Medium
-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4.0,Manual,Rear,4-5,Left wheel,Black,4,Medium
-,MAZDA,MPV,2004,Minivan,No,CNG,2.3,115000 km,4.0,Automatic,Front,4-5,Right-hand drive,Grey,2,Medium
1080,PORSCHE,Cayenne,2014,Jeep,Yes,Petrol,3.6,56886 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1481,MERCEDES-BENZ,E 400,2017,Coupe,Yes,Petrol,3,36866 km,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,Low
-,HONDA,FIT,2007,Hatchback,No,Petrol,1.3,98000 km,4.0,Automatic,Front,4-5,Right-hand drive,Black,4,Low
-,VAZ,2107,1990,Sedan,No,Petrol,0.3,18101 km,4.0,Manual,Rear,4-5,Left wheel,White,0,Low
-,SSANGYONG,REXTON SUPER,2010,Jeep,Yes,Diesel,2.7,66000 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
862,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Petrol,2.5,140000 km,4.0,Automatic,Front,4-5,Left wheel,Black,10,Medium
489,CHEVROLET,Spark,2016,Hatchback,Yes,Petrol,1,32839 km,4.0,Automatic,Front,4-5,Left wheel,Beige,4,Medium
2070,TOYOTA,4Runner,2018,Jeep,Yes,Petrol,4,0 km,6.0,Automatic,Front,4-5,Left wheel,Black,12,Low
